Usage_ID,Customer_ID,Usage_Month,Usage_Hours,Sessions,Data_Usage_GB,Usage_Issue_Count
U09574_09,CUST09574,2026-02-01,20.04,7,25.83,1
U09574_10,CUST09574,2026-03-01,4.61,17,25.03,0
U09574_11,CUST09574,2026-04-01,20.76,7,7.69,4
U09574_12,CUST09574,2026-05-01,70.01,14,19.81,0
U09575_01,CUST09575,2026-02-01,12.08,18,21.94,1
U09575_02,CUST09575,2026-03-01,19.09,21,37.94,0
U09575_03,CUST09575,2026-04-01,14.02,18,24.55,2
U09576_01,CUST09576,2025-08-01,16.17,1,2.41,1
U09576_02,CUST09576,2025-09-01,6.62,32,27.15,0
U09576_03,CUST09576,2025-10-01,14.61,23,38.23,0
U09576_04,CUST09576,2025-11-01,14.68,4,38.57,0
U09576_05,CUST09576,2025-12-01,20.22,30,27.18,1
U09576_06,CUST09576,2026-01-01,13.26,14,42.52,3
U09576_07,CUST09576,2026-02-01,16.96,24,56.87,0
U09576_08,CUST09576,2026-03-01,11.26,20,35.92,4
U09576_09,CUST09576,2026-04-01,40.92,21,44.32,0
U09576_10,CUST09576,2026-05-01,28.43,14,27.18,0
U09577_01,CUST09577,2024-07-01,11.89,8,36.25,0
U09577_02,CUST09577,2024-08-01,42.52,21,47.01,2
U09577_03,CUST09577,2024-09-01,14.12,20,31.2,2
U09577_04,CUST09577,2024-10-01,10.34,22,17.25,3
U09577_05,CUST09577,2024-11-01,48.92,9,36.03,1
U09577_06,CUST09577,2024-12-01,33.73,11,49.88,3
U09577_07,CUST09577,2025-01-01,22.34,21,41.96,0
U09577_08,CUST09577,2025-02-01,17.09,16,33.36,0
U09577_09,CUST09577,2025-03-01,13.65,29,42.49,1
U09577_10,CUST09577,2025-04-01,8.73,24,22.21,3
U09577_11,CUST09577,2025-05-01,13.21,11,29.52,5
U09577_12,CUST09577,2025-06-01,25.79,17,39.23,0
U09577_13,CUST09577,2025-07-01,14.34,14,11.25,0
U09577_14,CUST09577,2025-08-01,10.77,22,31.19,5
U09577_15,CUST09577,2025-09-01,19.92,30,33.71,3
U09577_16,CUST09577,2025-10-01,2.53,20,31.52,0
U09577_17,CUST09577,2025-11-01,14.22,20,26.71,0
U09578_01,CUST09578,2025-06-01,40.56,25,14.95,1
U09578_02,CUST09578,2025-07-01,10.32,14,22.32,0
U09578_03,CUST09578,2025-08-01,34.13,27,13.27,0
U09578_04,CUST09578,2025-09-01,17.11,11,12.51,1
U09578_05,CUST09578,2025-10-01,24.34,15,13.4,1
U09578_06,CUST09578,2025-11-01,14.81,20,23.11,0
U09578_07,CUST09578,2025-12-01,32.02,28,16.11,1
U09578_08,CUST09578,2026-01-01,34.44,8,4.18,0
U09578_09,CUST09578,2026-02-01,33.7,6,2.46,2
U09578_10,CUST09578,2026-03-01,66.77,21,18.34,0
U09579_01,CUST09579,2026-04-01,54.94,35,23.82,0
U09580_01,CUST09580,2026-04-01,18.28,8,43.07,0
U09580_02,CUST09580,2026-05-01,2.8,12,36.17,1
U09581_01,CUST09581,2024-07-01,15.33,23,0.2,0
U09581_02,CUST09581,2024-08-01,32.81,23,24.74,1
U09581_03,CUST09581,2024-09-01,15.27,12,0.2,2
U09581_04,CUST09581,2024-10-01,22.6,15,25.46,0
U09581_05,CUST09581,2024-11-01,18.23,20,20.69,1
U09581_06,CUST09581,2024-12-01,40.4,17,9.62,1
U09581_07,CUST09581,2025-01-01,6.21,15,17.54,0
U09581_08,CUST09581,2025-02-01,11.73,27,28.65,0
U09581_09,CUST09581,2025-03-01,12.76,17,18.94,2
U09581_10,CUST09581,2025-04-01,26.72,29,0.2,0
U09581_11,CUST09581,2025-05-01,16.67,19,19.63,1
U09581_12,CUST09581,2025-06-01,39.04,8,12.48,2
U09581_13,CUST09581,2025-07-01,13.76,10,5.61,2
U09581_14,CUST09581,2025-08-01,24.54,16,22.22,0
U09581_15,CUST09581,2025-09-01,27.99,10,21.1,0
U09581_16,CUST09581,2025-10-01,34.03,16,16.53,1
U09581_17,CUST09581,2025-11-01,11.84,14,19.89,0
U09581_18,CUST09581,2025-12-01,40.2,19,21.44,0
U09582_01,CUST09582,2026-01-01,9.57,24,42.66,1
U09582_02,CUST09582,2026-02-01,32.84,5,26.44,0
U09582_03,CUST09582,2026-03-01,28.67,16,28.09,1
U09582_04,CUST09582,2026-04-01,12.9,13,32.34,0
U09582_05,CUST09582,2026-05-01,34.31,15,22.43,2
U09583_01,CUST09583,2024-10-01,27.4,23,31.0,0
U09583_02,CUST09583,2024-11-01,94.62,24,24.6,1
U09583_03,CUST09583,2024-12-01,23.3,9,15.27,0
U09583_04,CUST09583,2025-01-01,12.65,18,11.96,0
U09583_05,CUST09583,2025-02-01,13.72,18,20.82,1
U09583_06,CUST09583,2025-03-01,8.6,21,16.02,0
U09583_07,CUST09583,2025-04-01,23.46,20,33.62,0
U09583_08,CUST09583,2025-05-01,3.84,26,21.25,0
U09583_09,CUST09583,2025-06-01,34.14,24,36.72,1
U09583_10,CUST09583,2025-07-01,25.28,24,17.76,1
U09583_11,CUST09583,2025-08-01,14.11,18,22.57,0
U09583_12,CUST09583,2025-09-01,31.69,17,20.07,3
U09583_13,CUST09583,2025-10-01,50.36,23,4.75,0
U09583_14,CUST09583,2025-11-01,23.19,21,29.14,0
U09583_15,CUST09583,2025-12-01,27.63,8,20.54,0
U09583_16,CUST09583,2026-01-01,30.8,18,26.37,2
U09583_17,CUST09583,2026-02-01,29.81,12,19.85,1
U09584_01,CUST09584,2025-12-01,11.14,8,32.13,2
U09584_02,CUST09584,2026-01-01,17.44,9,33.58,1
U09584_03,CUST09584,2026-02-01,24.76,22,51.78,0
U09584_04,CUST09584,2026-03-01,13.37,28,24.58,1
U09584_05,CUST09584,2026-04-01,47.27,18,35.59,1
U09585_01,CUST09585,2025-05-01,24.72,13,22.53,0
U09585_02,CUST09585,2025-06-01,67.25,9,45.83,0
U09585_03,CUST09585,2025-07-01,61.92,23,51.02,0
U09585_04,CUST09585,2025-08-01,21.37,12,48.19,1
U09585_05,CUST09585,2025-09-01,13.8,29,29.79,0
U09585_06,CUST09585,2025-10-01,14.35,20,42.61,1
U09585_07,CUST09585,2025-11-01,16.29,10,35.74,0
U09585_08,CUST09585,2025-12-01,17.56,12,31.69,1
U09585_09,CUST09585,2026-01-01,37.84,3,37.78,2
U09585_10,CUST09585,2026-02-01,11.56,14,39.88,1
U09585_11,CUST09585,2026-03-01,2.64,19,32.34,1
U09585_12,CUST09585,2026-04-01,12.47,16,23.26,0
U09585_13,CUST09585,2026-05-01,12.4,21,37.94,0
U09586_01,CUST09586,2026-01-01,35.65,16,25.53,1
U09586_02,CUST09586,2026-02-01,11.0,21,24.81,1
U09586_03,CUST09586,2026-03-01,17.56,27,31.58,0
U09586_04,CUST09586,2026-04-01,12.47,6,17.64,1
U09586_05,CUST09586,2026-05-01,36.16,3,2.9,0
U09587_01,CUST09587,2024-09-01,23.77,10,15.27,0
U09587_02,CUST09587,2024-10-01,12.8,17,39.54,0
U09587_03,CUST09587,2024-11-01,47.33,11,15.64,1
U09587_04,CUST09587,2024-12-01,19.63,15,43.71,1
U09587_05,CUST09587,2025-01-01,23.05,16,10.94,0
U09587_06,CUST09587,2025-02-01,43.26,10,28.31,1
U09587_07,CUST09587,2025-03-01,16.35,11,33.03,0
U09587_08,CUST09587,2025-04-01,25.83,15,28.98,2
U09587_09,CUST09587,2025-05-01,30.61,20,25.35,1
U09587_10,CUST09587,2025-06-01,50.68,13,48.11,0
U09587_11,CUST09587,2025-07-01,22.83,19,26.86,0
U09587_12,CUST09587,2025-08-01,24.93,11,23.61,0
U09587_13,CUST09587,2025-09-01,22.06,26,41.05,0
U09587_14,CUST09587,2025-10-01,23.7,10,35.99,0
U09587_15,CUST09587,2025-11-01,17.78,18,27.59,2
U09587_16,CUST09587,2025-12-01,6.13,20,47.79,0
U09587_17,CUST09587,2026-01-01,12.49,22,40.81,1
U09587_18,CUST09587,2026-02-01,18.4,25,43.05,0
U09588_01,CUST09588,2024-08-01,10.83,18,21.98,0
U09588_02,CUST09588,2024-09-01,41.83,5,24.85,1
U09588_03,CUST09588,2024-10-01,26.99,15,38.32,2
U09588_04,CUST09588,2024-11-01,22.26,19,33.5,0
U09588_05,CUST09588,2024-12-01,29.96,9,47.77,1
U09588_06,CUST09588,2025-01-01,33.52,16,41.52,0
U09588_07,CUST09588,2025-02-01,40.49,26,38.95,1
U09588_08,CUST09588,2025-03-01,18.04,16,28.99,1
U09588_09,CUST09588,2025-04-01,36.29,12,27.76,1
U09588_10,CUST09588,2025-05-01,32.13,17,23.42,1
U09588_11,CUST09588,2025-06-01,37.77,11,18.31,1
U09588_12,CUST09588,2025-07-01,25.7,17,33.41,0
U09588_13,CUST09588,2025-08-01,29.69,18,22.46,1
U09588_14,CUST09588,2025-09-01,9.21,34,20.53,1
U09588_15,CUST09588,2025-10-01,18.96,22,44.74,3
U09588_16,CUST09588,2025-11-01,22.41,22,18.48,1
U09588_17,CUST09588,2025-12-01,14.45,16,46.23,0
U09588_18,CUST09588,2026-01-01,6.92,13,29.45,0
U09589_01,CUST09589,2024-12-01,18.42,18,41.18,1
U09589_02,CUST09589,2025-01-01,22.94,17,27.39,3
U09589_03,CUST09589,2025-02-01,36.15,12,19.39,2
U09589_04,CUST09589,2025-03-01,21.25,8,23.74,1
U09589_05,CUST09589,2025-04-01,65.51,24,47.37,1
U09589_06,CUST09589,2025-05-01,25.12,12,35.87,0
U09589_07,CUST09589,2025-06-01,25.59,14,35.4,0
U09589_08,CUST09589,2025-07-01,16.27,21,16.57,0
U09589_09,CUST09589,2025-08-01,19.09,16,33.88,2
U09589_10,CUST09589,2025-09-01,13.34,22,39.15,0
U09589_11,CUST09589,2025-10-01,12.24,6,38.9,0
U09589_12,CUST09589,2025-11-01,16.99,24,15.77,4
U09589_13,CUST09589,2025-12-01,35.92,21,23.97,3
U09589_14,CUST09589,2026-01-01,90.29,6,10.8,0
U09589_15,CUST09589,2026-02-01,17.1,23,38.35,0
U09589_16,CUST09589,2026-03-01,9.15,11,21.55,0
U09589_17,CUST09589,2026-04-01,14.4,19,31.54,1
U09589_18,CUST09589,2026-05-01,10.6,20,35.48,0
U09590_01,CUST09590,2024-02-01,19.67,20,32.3,0
U09590_02,CUST09590,2024-03-01,12.19,29,30.83,2
U09590_03,CUST09590,2024-04-01,9.71,15,45.94,1
U09590_04,CUST09590,2024-05-01,19.2,4,41.85,0
U09590_05,CUST09590,2024-06-01,3.96,17,33.36,0
U09590_06,CUST09590,2024-07-01,33.74,7,35.97,1
U09590_07,CUST09590,2024-08-01,7.41,23,26.69,1
U09590_08,CUST09590,2024-09-01,33.17,13,43.57,0
U09590_09,CUST09590,2024-10-01,32.19,29,37.67,2
U09590_10,CUST09590,2024-11-01,15.91,14,26.6,0
U09590_11,CUST09590,2024-12-01,27.73,28,35.9,5
U09590_12,CUST09590,2025-01-01,32.58,19,26.01,1
U09590_13,CUST09590,2025-02-01,3.45,14,61.51,0
U09590_14,CUST09590,2025-03-01,49.78,13,18.68,1
U09590_15,CUST09590,2025-04-01,15.04,33,41.31,1
U09590_16,CUST09590,2025-05-01,7.15,20,37.74,1
U09590_17,CUST09590,2025-06-01,10.02,11,41.46,1
U09590_18,CUST09590,2025-07-01,29.18,23,28.19,2
U09591_01,CUST09591,2026-03-01,23.7,25,34.91,0
U09591_02,CUST09591,2026-04-01,12.35,30,32.31,2
U09592_01,CUST09592,2024-03-01,14.54,13,43.97,0
U09592_02,CUST09592,2024-04-01,17.67,17,38.68,1
U09592_03,CUST09592,2024-05-01,10.05,29,32.07,0
U09592_04,CUST09592,2024-06-01,23.27,30,37.1,0
U09592_05,CUST09592,2024-07-01,12.2,14,40.3,1
U09592_06,CUST09592,2024-08-01,25.15,12,28.73,1
U09592_07,CUST09592,2024-09-01,10.15,21,16.99,0
U09592_08,CUST09592,2024-10-01,8.79,17,37.68,0
U09592_09,CUST09592,2024-11-01,36.71,3,36.88,2
U09592_10,CUST09592,2024-12-01,29.1,6,54.45,0
U09592_11,CUST09592,2025-01-01,4.14,32,30.98,1
U09592_12,CUST09592,2025-02-01,36.75,15,21.06,0
U09592_13,CUST09592,2025-03-01,13.22,23,47.29,0
U09592_14,CUST09592,2025-04-01,12.38,25,38.88,0
U09592_15,CUST09592,2025-05-01,16.04,22,13.96,0
U09592_16,CUST09592,2025-06-01,15.96,25,25.26,0
U09592_17,CUST09592,2025-07-01,23.25,23,36.53,1
U09592_18,CUST09592,2025-08-01,16.44,21,43.14,1
U09593_01,CUST09593,2024-06-01,41.13,21,28.87,0
U09593_02,CUST09593,2024-07-01,21.37,8,41.11,0
U09593_03,CUST09593,2024-08-01,42.34,20,27.3,1
U09593_04,CUST09593,2024-09-01,31.92,16,38.61,0
U09593_05,CUST09593,2024-10-01,36.3,8,32.85,0
U09593_06,CUST09593,2024-11-01,20.73,17,18.33,0
U09593_07,CUST09593,2024-12-01,28.03,20,31.49,0
U09593_08,CUST09593,2025-01-01,7.0,21,35.67,0
U09593_09,CUST09593,2025-02-01,16.89,20,23.57,0
U09593_10,CUST09593,2025-03-01,36.06,9,55.01,0
U09593_11,CUST09593,2025-04-01,13.08,23,33.78,0
U09593_12,CUST09593,2025-05-01,17.68,19,32.8,2
U09593_13,CUST09593,2025-06-01,28.48,15,29.68,1
U09593_14,CUST09593,2025-07-01,11.17,22,35.82,1
U09593_15,CUST09593,2025-08-01,6.09,19,31.99,0
U09593_16,CUST09593,2025-09-01,36.15,22,43.13,1
U09593_17,CUST09593,2025-10-01,13.84,30,39.81,0
U09594_01,CUST09594,2026-03-01,51.24,14,33.56,1
U09594_02,CUST09594,2026-04-01,11.84,19,35.61,1
U09595_01,CUST09595,2025-11-01,28.63,19,22.14,1
U09595_02,CUST09595,2025-12-01,9.53,17,45.62,2
U09595_03,CUST09595,2026-01-01,13.79,6,28.99,2
U09595_04,CUST09595,2026-02-01,8.6,7,35.12,2
U09595_05,CUST09595,2026-03-01,43.68,16,30.64,1
U09595_06,CUST09595,2026-04-01,27.41,22,40.19,1
U09596_01,CUST09596,2025-06-01,27.03,6,27.26,0
U09596_02,CUST09596,2025-07-01,19.71,11,39.2,2
U09596_03,CUST09596,2025-08-01,11.65,17,33.45,0
U09596_04,CUST09596,2025-09-01,43.04,23,28.84,0
U09596_05,CUST09596,2025-10-01,23.07,25,37.9,0
U09596_06,CUST09596,2025-11-01,24.12,9,46.3,1
U09596_07,CUST09596,2025-12-01,6.28,19,29.93,0
U09596_08,CUST09596,2026-01-01,18.26,12,24.58,2
U09596_09,CUST09596,2026-02-01,47.39,13,27.4,0
U09596_10,CUST09596,2026-03-01,13.77,25,26.68,3
U09596_11,CUST09596,2026-04-01,25.17,13,35.33,4
U09596_12,CUST09596,2026-05-01,16.31,22,52.09,3
U09597_01,CUST09597,2025-10-01,30.33,23,48.15,0
U09597_02,CUST09597,2025-11-01,3.74,15,18.53,2
U09597_03,CUST09597,2025-12-01,21.45,23,33.52,0
U09597_04,CUST09597,2026-01-01,4.37,24,19.59,2
U09597_05,CUST09597,2026-02-01,25.27,10,31.1,0
U09597_06,CUST09597,2026-03-01,13.86,17,43.96,2
U09597_07,CUST09597,2026-04-01,13.94,9,28.0,1
U09598_01,CUST09598,2025-12-01,5.66,17,12.93,2
U09598_02,CUST09598,2026-01-01,16.7,10,9.92,0
U09598_03,CUST09598,2026-02-01,19.48,14,10.05,0
U09598_04,CUST09598,2026-03-01,14.93,28,19.99,0
U09598_05,CUST09598,2026-04-01,17.76,16,17.3,0
U09598_06,CUST09598,2026-05-01,10.78,14,28.39,2
U09599_01,CUST09599,2024-02-01,25.2,24,22.92,1
U09599_02,CUST09599,2024-03-01,17.79,20,31.5,1
U09599_03,CUST09599,2024-04-01,43.34,14,43.37,0
U09599_04,CUST09599,2024-05-01,64.29,22,24.72,0
U09599_05,CUST09599,2024-06-01,40.14,22,32.3,1
U09599_06,CUST09599,2024-07-01,15.48,13,29.43,0
U09599_07,CUST09599,2024-08-01,11.66,22,54.36,1
U09599_08,CUST09599,2024-09-01,9.36,16,26.4,0
U09599_09,CUST09599,2024-10-01,3.5,3,42.2,2
U09599_10,CUST09599,2024-11-01,5.52,30,26.57,1
U09599_11,CUST09599,2024-12-01,14.24,28,36.48,0
U09599_12,CUST09599,2025-01-01,4.21,17,37.19,0
U09599_13,CUST09599,2025-02-01,25.61,17,19.96,0
U09599_14,CUST09599,2025-03-01,12.66,5,13.25,3
U09599_15,CUST09599,2025-04-01,59.96,26,15.25,0
U09599_16,CUST09599,2025-05-01,27.55,20,42.73,0
U09599_17,CUST09599,2025-06-01,22.59,27,19.2,0
U09599_18,CUST09599,2025-07-01,8.95,19,27.32,1
U09600_01,CUST09600,2024-03-01,10.79,20,31.4,1
U09600_02,CUST09600,2024-04-01,51.96,20,39.81,0
U09600_03,CUST09600,2024-05-01,40.94,14,31.06,0
U09600_04,CUST09600,2024-06-01,40.54,16,20.22,3
U09600_05,CUST09600,2024-07-01,42.46,25,40.14,1
U09600_06,CUST09600,2024-08-01,5.16,14,21.8,0
U09600_07,CUST09600,2024-09-01,34.91,13,40.29,2
U09600_08,CUST09600,2024-10-01,13.45,16,44.76,1
U09600_09,CUST09600,2024-11-01,20.0,21,49.34,1
U09600_10,CUST09600,2024-12-01,19.39,25,39.18,0
U09600_11,CUST09600,2025-01-01,13.45,23,12.81,1
U09600_12,CUST09600,2025-02-01,23.72,20,25.65,1
U09600_13,CUST09600,2025-03-01,31.85,20,48.76,0
U09600_14,CUST09600,2025-04-01,39.38,17,14.0,1
U09600_15,CUST09600,2025-05-01,21.91,10,26.21,0
U09600_16,CUST09600,2025-06-01,15.5,12,35.53,1
U09600_17,CUST09600,2025-07-01,14.34,9,54.19,0
U09600_18,CUST09600,2025-08-01,38.33,34,37.82,1
U09601_01,CUST09601,2024-01-01,11.2,13,34.36,0
U09601_02,CUST09601,2024-02-01,18.8,27,35.55,1
U09601_03,CUST09601,2024-03-01,16.17,11,31.34,1
U09601_04,CUST09601,2024-04-01,33.63,14,35.73,1
U09601_05,CUST09601,2024-05-01,39.67,13,36.5,1
U09601_06,CUST09601,2024-06-01,12.05,18,39.2,0
U09601_07,CUST09601,2024-07-01,9.53,18,31.14,1
U09601_08,CUST09601,2024-08-01,17.55,23,21.32,1
U09601_09,CUST09601,2024-09-01,20.49,15,19.58,1
U09601_10,CUST09601,2024-10-01,29.13,17,23.46,1
U09601_11,CUST09601,2024-11-01,18.26,11,45.49,0
U09601_12,CUST09601,2024-12-01,43.34,19,34.9,1
U09601_13,CUST09601,2025-01-01,18.01,35,37.89,0
U09601_14,CUST09601,2025-02-01,16.26,13,42.97,2
U09601_15,CUST09601,2025-03-01,10.55,9,41.3,0
U09601_16,CUST09601,2025-04-01,23.1,12,50.6,1
U09601_17,CUST09601,2025-05-01,30.23,21,24.68,0
U09601_18,CUST09601,2025-06-01,7.72,18,47.7,2
U09602_01,CUST09602,2026-03-01,7.85,21,42.3,1
U09602_02,CUST09602,2026-04-01,19.6,20,27.38,2
U09603_01,CUST09603,2024-10-01,23.85,19,8.65,0
U09603_02,CUST09603,2024-11-01,5.8,7,17.79,2
U09603_03,CUST09603,2024-12-01,36.18,18,12.93,0
U09603_04,CUST09603,2025-01-01,28.34,21,34.02,2
U09603_05,CUST09603,2025-02-01,15.08,30,28.73,1
U09603_06,CUST09603,2025-03-01,13.7,16,14.99,1
U09603_07,CUST09603,2025-04-01,21.35,12,17.63,2
U09603_08,CUST09603,2025-05-01,17.65,4,30.91,0
U09603_09,CUST09603,2025-06-01,30.62,22,16.99,0
U09603_10,CUST09603,2025-07-01,17.93,26,31.61,1
U09603_11,CUST09603,2025-08-01,5.45,23,25.34,0
U09603_12,CUST09603,2025-09-01,20.92,23,6.63,0
U09603_13,CUST09603,2025-10-01,33.06,9,30.72,0
U09603_14,CUST09603,2025-11-01,12.77,15,15.47,0
U09603_15,CUST09603,2025-12-01,14.82,11,19.62,0
U09603_16,CUST09603,2026-01-01,48.21,16,24.89,3
U09603_17,CUST09603,2026-02-01,8.85,19,11.1,0
U09604_01,CUST09604,2025-02-01,23.29,17,7.57,2
U09604_02,CUST09604,2025-03-01,33.35,23,17.95,1
U09604_03,CUST09604,2025-04-01,13.08,28,17.2,0
U09604_04,CUST09604,2025-05-01,16.31,21,49.05,2
U09604_05,CUST09604,2025-06-01,13.81,14,27.89,0
U09604_06,CUST09604,2025-07-01,9.29,7,2.92,2
U09604_07,CUST09604,2025-08-01,57.28,16,38.91,1
U09604_08,CUST09604,2025-09-01,52.01,21,29.1,1
U09604_09,CUST09604,2025-10-01,10.38,16,30.23,1
U09604_10,CUST09604,2025-11-01,31.1,4,8.89,0
U09604_11,CUST09604,2025-12-01,28.97,28,17.88,2
U09604_12,CUST09604,2026-01-01,15.49,10,20.79,2
U09604_13,CUST09604,2026-02-01,19.48,25,32.49,1
U09604_14,CUST09604,2026-03-01,4.54,17,2.45,1
U09604_15,CUST09604,2026-04-01,11.0,17,24.33,0
U09604_16,CUST09604,2026-05-01,41.49,25,13.13,0
U09605_01,CUST09605,2024-08-01,10.64,28,21.87,1
U09605_02,CUST09605,2024-09-01,8.53,28,36.95,0
U09605_03,CUST09605,2024-10-01,5.05,30,40.42,0
U09605_04,CUST09605,2024-11-01,23.13,21,11.35,1
U09605_05,CUST09605,2024-12-01,6.11,11,33.92,1
U09605_06,CUST09605,2025-01-01,23.58,6,29.69,0
U09605_07,CUST09605,2025-02-01,25.2,20,20.55,2
U09605_08,CUST09605,2025-03-01,41.41,20,28.09,3
U09605_09,CUST09605,2025-04-01,12.54,21,48.24,0
U09605_10,CUST09605,2025-05-01,11.6,13,24.37,0
U09605_11,CUST09605,2025-06-01,17.32,17,35.31,1
U09605_12,CUST09605,2025-07-01,6.1,11,45.01,2
U09605_13,CUST09605,2025-08-01,26.19,20,34.56,3
U09605_14,CUST09605,2025-09-01,12.47,15,30.98,1
U09605_15,CUST09605,2025-10-01,35.63,22,35.39,1
U09605_16,CUST09605,2025-11-01,51.12,15,41.42,0
U09605_17,CUST09605,2025-12-01,10.32,15,25.73,2
U09605_18,CUST09605,2026-01-01,25.63,17,40.51,1
U09606_01,CUST09606,2024-05-01,60.58,18,32.6,0
U09606_02,CUST09606,2024-06-01,8.75,13,28.71,0
U09606_03,CUST09606,2024-07-01,17.48,22,39.67,0
U09606_04,CUST09606,2024-08-01,25.07,17,34.74,0
U09606_05,CUST09606,2024-09-01,27.88,19,0.2,2
U09606_06,CUST09606,2024-10-01,28.74,15,25.32,1
U09606_07,CUST09606,2024-11-01,14.21,10,26.31,0
U09606_08,CUST09606,2024-12-01,16.45,5,26.72,3
U09606_09,CUST09606,2025-01-01,57.57,33,38.8,0
U09606_10,CUST09606,2025-02-01,19.37,28,18.08,0
U09606_11,CUST09606,2025-03-01,20.45,26,30.69,0
U09606_12,CUST09606,2025-04-01,13.33,19,38.13,1
U09606_13,CUST09606,2025-05-01,37.73,10,26.89,3
U09606_14,CUST09606,2025-06-01,30.07,3,44.95,0
U09606_15,CUST09606,2025-07-01,21.03,17,49.85,0
U09606_16,CUST09606,2025-08-01,29.12,10,25.76,2
U09606_17,CUST09606,2025-09-01,20.24,11,28.35,0
U09606_18,CUST09606,2025-10-01,40.8,30,33.3,1
U09607_01,CUST09607,2025-07-01,14.22,15,21.42,3
U09607_02,CUST09607,2025-08-01,25.85,8,34.47,0
U09607_03,CUST09607,2025-09-01,27.34,24,20.93,2
U09607_04,CUST09607,2025-10-01,16.98,14,17.57,2
U09607_05,CUST09607,2025-11-01,12.46,17,27.49,2
U09607_06,CUST09607,2025-12-01,6.95,26,45.02,2
U09607_07,CUST09607,2026-01-01,9.63,11,28.12,2
U09607_08,CUST09607,2026-02-01,13.06,8,24.64,2
U09607_09,CUST09607,2026-03-01,16.23,13,37.83,2
U09607_10,CUST09607,2026-04-01,12.29,12,26.66,2
U09608_01,CUST09608,2024-09-01,3.96,11,39.2,0
U09608_02,CUST09608,2024-10-01,17.53,10,10.99,2
U09608_03,CUST09608,2024-11-01,10.72,21,24.73,0
U09608_04,CUST09608,2024-12-01,28.61,23,12.73,0
U09608_05,CUST09608,2025-01-01,38.78,11,19.75,1
U09608_06,CUST09608,2025-02-01,32.86,19,31.01,0
U09608_07,CUST09608,2025-03-01,17.75,29,16.89,1
U09608_08,CUST09608,2025-04-01,17.87,25,33.61,0
U09608_09,CUST09608,2025-05-01,21.66,22,28.52,0
U09608_10,CUST09608,2025-06-01,19.38,13,14.43,0
U09608_11,CUST09608,2025-07-01,10.68,11,21.65,0
U09608_12,CUST09608,2025-08-01,38.11,26,26.69,0
U09608_13,CUST09608,2025-09-01,33.36,16,6.32,1
U09608_14,CUST09608,2025-10-01,49.45,15,1.75,0
U09608_15,CUST09608,2025-11-01,19.21,22,20.68,2
U09608_16,CUST09608,2025-12-01,22.03,19,17.47,2
U09608_17,CUST09608,2026-01-01,21.94,23,25.05,2
U09609_01,CUST09609,2024-03-01,44.2,25,17.24,2
U09609_02,CUST09609,2024-04-01,17.66,19,35.87,0
U09609_03,CUST09609,2024-05-01,16.17,12,31.36,1
U09609_04,CUST09609,2024-06-01,37.89,37,4.76,1
U09609_05,CUST09609,2024-07-01,41.74,20,24.76,1
U09609_06,CUST09609,2024-08-01,23.27,11,41.54,1
U09609_07,CUST09609,2024-09-01,21.39,11,25.46,1
U09609_08,CUST09609,2024-10-01,12.55,2,56.36,2
U09609_09,CUST09609,2024-11-01,42.27,6,23.31,0
U09609_10,CUST09609,2024-12-01,40.05,24,13.95,1
U09609_11,CUST09609,2025-01-01,8.87,19,33.71,0
U09609_12,CUST09609,2025-02-01,20.33,21,29.65,2
U09609_13,CUST09609,2025-03-01,17.17,19,24.65,3
U09609_14,CUST09609,2025-04-01,36.49,7,26.42,0
U09609_15,CUST09609,2025-05-01,12.32,16,7.39,3
U09609_16,CUST09609,2025-06-01,37.52,15,34.49,2
U09609_17,CUST09609,2025-07-01,37.53,15,14.64,0
U09609_18,CUST09609,2025-08-01,24.85,26,35.33,0
U09610_01,CUST09610,2025-04-01,7.07,20,47.6,1
U09610_02,CUST09610,2025-05-01,22.77,17,32.64,1
U09610_03,CUST09610,2025-06-01,30.58,21,43.67,1
U09610_04,CUST09610,2025-07-01,12.91,15,36.13,0
U09610_05,CUST09610,2025-08-01,13.45,15,24.21,1
U09610_06,CUST09610,2025-09-01,24.77,2,31.06,3
U09610_07,CUST09610,2025-10-01,34.12,17,34.49,0
U09610_08,CUST09610,2025-11-01,29.51,5,18.47,0
U09610_09,CUST09610,2025-12-01,31.88,18,9.71,0
U09610_10,CUST09610,2026-01-01,16.97,17,24.29,0
U09610_11,CUST09610,2026-02-01,31.16,16,46.36,0
U09610_12,CUST09610,2026-03-01,21.2,9,30.09,1
U09610_13,CUST09610,2026-04-01,18.77,26,31.92,1
U09611_01,CUST09611,2025-09-01,19.44,13,37.65,0
U09611_02,CUST09611,2025-10-01,13.68,5,31.1,1
U09611_03,CUST09611,2025-11-01,20.88,15,25.85,2
U09611_04,CUST09611,2025-12-01,11.18,16,21.93,1
U09611_05,CUST09611,2026-01-01,7.85,15,28.4,1
U09611_06,CUST09611,2026-02-01,34.63,33,21.35,0
U09611_07,CUST09611,2026-03-01,26.45,19,41.01,1
U09611_08,CUST09611,2026-04-01,37.22,32,21.81,0
U09611_09,CUST09611,2026-05-01,15.64,27,43.59,2
U09612_01,CUST09612,2026-01-01,18.13,27,40.14,1
U09612_02,CUST09612,2026-02-01,14.28,15,38.2,0
U09612_03,CUST09612,2026-03-01,27.63,32,34.41,0
U09612_04,CUST09612,2026-04-01,6.86,13,28.55,0
U09612_05,CUST09612,2026-05-01,8.32,24,18.98,1
