Subscription_ID,Customer_ID,Plan,Monthly_Fee,Contract_Type,Support_Tier,Start_Date
SUB10664,CUST10664,Premium,1199,Monthly,10,2024-08-14
SUB10665,CUST10665,Family,1499,Monthly,15,2024-03-31
SUB10666,CUST10666,Basic,499,Monthly,2,2026-03-25
SUB10667,CUST10667,Standard,799,Monthly,5,2025-12-11
SUB10668,CUST10668,Family,1499,Monthly,15,2025-05-02
SUB10669,CUST10669,Premium,1199,Monthly,10,2024-08-16
SUB10670,CUST10670,Standard,799,Monthly,5,2024-03-02
SUB10671,CUST10671,Family,1499,Quarterly,15,2025-06-23
SUB10672,CUST10672,Premium,1199,Monthly,10,2025-03-19
SUB10673,CUST10673,Standard,799,Monthly,5,2024-05-05
SUB10674,CUST10674,Family,1499,Monthly,15,2026-02-20
SUB10675,CUST10675,Basic,499,Quarterly,2,2025-08-09
SUB10676,CUST10676,Family,1499,Monthly,15,2025-03-31
SUB10677,CUST10677,Premium,1199,Quarterly,10,2024-01-07
SUB10678,CUST10678,Premium,1199,Quarterly,10,2024-07-07
SUB10679,CUST10679,Basic,499,Monthly,2,2024-10-08
SUB10680,CUST10680,Family,1499,Monthly,15,2026-02-10
SUB10681,CUST10681,Basic,499,Monthly,2,2026-01-12
SUB10682,CUST10682,Basic,499,Monthly,2,2025-10-13
SUB10683,CUST10683,Standard,799,Monthly,5,2025-09-24
SUB10684,CUST10684,Standard,799,Annual,5,2025-11-07
SUB10685,CUST10685,Premium,1199,Monthly,10,2026-01-15
SUB10686,CUST10686,Premium,1199,Monthly,10,2024-03-12
SUB10687,CUST10687,Standard,799,Annual,5,2024-10-08
SUB10688,CUST10688,Premium,1199,Monthly,10,2026-01-04
SUB10689,CUST10689,Basic,499,Annual,2,2025-06-25
SUB10690,CUST10690,Family,1499,Monthly,15,2024-05-02
SUB10691,CUST10691,Basic,499,Monthly,2,2025-01-13
SUB10692,CUST10692,Family,1499,Monthly,15,2024-05-28
SUB10693,CUST10693,Standard,799,Annual,5,2024-09-24
SUB10694,CUST10694,Basic,499,Annual,2,2025-08-16
SUB10695,CUST10695,Premium,1199,Annual,10,2026-03-30
SUB10696,CUST10696,Family,1499,Monthly,15,2026-04-14
SUB10697,CUST10697,Basic,499,Quarterly,2,2026-04-12
SUB10698,CUST10698,Standard,799,Quarterly,5,2024-04-29
SUB10699,CUST10699,Premium,1199,Monthly,10,2024-05-26
SUB10700,CUST10700,Standard,799,Monthly,5,2024-01-29
SUB10701,CUST10701,Premium,1199,Annual,10,2025-03-08
SUB10702,CUST10702,Standard,799,Monthly,5,2026-01-06
SUB10703,CUST10703,Basic,499,Monthly,2,2025-11-20
SUB10704,CUST10704,Basic,499,Monthly,2,2024-12-27
SUB10705,CUST10705,Premium,1199,Annual,10,2024-07-20
SUB10706,CUST10706,Basic,499,Quarterly,2,2026-01-01
SUB10707,CUST10707,Standard,799,Monthly,5,2024-12-23
SUB10708,CUST10708,Standard,799,Monthly,5,2024-02-17
SUB10709,CUST10709,Basic,499,Monthly,2,2025-05-18
SUB10710,CUST10710,Standard,799,Annual,5,2026-04-26
SUB10711,CUST10711,Family,1499,Annual,15,2024-06-24
SUB10712,CUST10712,Premium,1199,Monthly,10,2024-10-05
SUB10713,CUST10713,Premium,1199,Annual,10,2025-10-03
SUB10714,CUST10714,Premium,1199,Monthly,10,2025-03-11
SUB10715,CUST10715,Basic,499,Monthly,2,2025-09-29
SUB10716,CUST10716,Premium,1199,Annual,10,2025-12-26
SUB10717,CUST10717,Basic,499,Annual,2,2025-10-17
SUB10718,CUST10718,Premium,1199,Annual,10,2025-08-08
SUB10719,CUST10719,Standard,799,Monthly,5,2024-07-01
SUB10720,CUST10720,Basic,499,Monthly,2,2024-09-07
SUB10721,CUST10721,Family,1499,Quarterly,15,2026-02-26
SUB10722,CUST10722,Standard,799,Monthly,5,2025-10-25
SUB10723,CUST10723,Standard,799,Monthly,5,2024-03-04
SUB10724,CUST10724,Standard,799,Monthly,5,2026-03-12
SUB10725,CUST10725,Basic,499,Monthly,2,2024-07-20
SUB10726,CUST10726,Premium,1199,Quarterly,10,2026-03-15
SUB10727,CUST10727,Premium,1199,Monthly,10,2025-08-29
SUB10728,CUST10728,Basic,499,Monthly,2,2024-07-04
SUB10729,CUST10729,Family,1499,Quarterly,15,2025-05-26
SUB10730,CUST10730,Basic,499,Monthly,2,2025-02-10
SUB10731,CUST10731,Standard,799,Monthly,5,2024-06-16
SUB10732,CUST10732,Family,1499,Quarterly,15,2024-02-18
SUB10733,CUST10733,Premium,1199,Monthly,10,2026-02-18
SUB10734,CUST10734,Family,1499,Monthly,15,2025-10-29
SUB10735,CUST10735,Basic,499,Annual,2,2025-10-01
SUB10736,CUST10736,Premium,1199,Monthly,10,2025-07-28
SUB10737,CUST10737,Family,1499,Monthly,15,2024-12-18
SUB10738,CUST10738,Basic,499,Monthly,2,2025-10-31
SUB10739,CUST10739,Premium,1199,Monthly,10,2025-12-04
SUB10740,CUST10740,Family,1499,Quarterly,15,2025-09-08
SUB10741,CUST10741,Standard,799,Quarterly,5,2024-02-01
SUB10742,CUST10742,Standard,799,Monthly,5,2026-04-13
SUB10743,CUST10743,Standard,799,Annual,5,2025-09-22
SUB10744,CUST10744,Family,1499,Quarterly,15,2024-04-29
SUB10745,CUST10745,Basic,499,Annual,2,2024-09-01
SUB10746,CUST10746,Standard,799,Annual,5,2024-04-16
SUB10747,CUST10747,Premium,1199,Monthly,10,2025-08-20
SUB10748,CUST10748,Standard,799,Monthly,5,2026-04-06
SUB10749,CUST10749,Standard,799,Monthly,5,2025-12-12
SUB10750,CUST10750,Family,1499,Monthly,15,2024-12-15
SUB10751,CUST10751,Family,1499,Monthly,15,2025-09-09
SUB10752,CUST10752,Basic,499,Annual,2,2024-12-29
SUB10753,CUST10753,Basic,499,Annual,2,2025-11-04
SUB10754,CUST10754,Family,1499,Monthly,15,2025-11-25
SUB10755,CUST10755,Basic,499,Annual,2,2025-04-29
SUB10756,CUST10756,Premium,1199,Monthly,10,2026-04-20
SUB10757,CUST10757,Standard,799,Monthly,5,2025-08-06
SUB10758,CUST10758,Premium,1199,Monthly,10,2025-08-07
SUB10759,CUST10759,Premium,1199,Monthly,10,2025-03-30
SUB10760,CUST10760,Premium,1199,Monthly,10,2025-04-23
SUB10761,CUST10761,Standard,799,Monthly,5,2025-03-22
SUB10762,CUST10762,Premium,1199,Monthly,10,2024-10-21
SUB10763,CUST10763,Family,1499,Monthly,15,2025-08-02
SUB10764,CUST10764,Basic,499,Monthly,2,2025-10-15
SUB10765,CUST10765,Family,1499,Monthly,15,2024-04-28
SUB10766,CUST10766,Family,1499,Monthly,15,2024-11-19
SUB10767,CUST10767,Premium,1199,Quarterly,10,2026-03-21
SUB10768,CUST10768,Premium,1199,Quarterly,10,2026-04-12
SUB10769,CUST10769,Premium,1199,Quarterly,10,2026-03-14
SUB10770,CUST10770,Standard,799,Monthly,5,2024-12-02
SUB10771,CUST10771,Standard,799,Quarterly,5,2024-04-29
SUB10772,CUST10772,Basic,499,Monthly,2,2026-03-08
SUB10773,CUST10773,Basic,499,Monthly,2,2024-08-22
SUB10774,CUST10774,Standard,799,Monthly,5,2025-11-07
SUB10775,CUST10775,Standard,799,Annual,5,2024-02-02
SUB10776,CUST10776,Standard,799,Quarterly,5,2024-07-05
SUB10777,CUST10777,Premium,1199,Monthly,10,2024-10-10
SUB10778,CUST10778,Standard,799,Monthly,5,2024-06-06
SUB10779,CUST10779,Basic,499,Monthly,2,2025-03-18
SUB10780,CUST10780,Family,1499,Annual,15,2025-09-01
SUB10781,CUST10781,Family,1499,Monthly,15,2024-11-19
SUB10782,CUST10782,Family,1499,Monthly,15,2024-09-08
SUB10783,CUST10783,Basic,499,Monthly,2,2025-01-08
SUB10784,CUST10784,Premium,1199,Monthly,10,2025-07-11
SUB10785,CUST10785,Basic,499,Monthly,2,2025-07-05
SUB10786,CUST10786,Basic,499,Monthly,2,2025-11-25
SUB10787,CUST10787,Premium,1199,Monthly,10,2025-07-29
SUB10788,CUST10788,Standard,799,Monthly,5,2025-05-15
SUB10789,CUST10789,Basic,499,Monthly,2,2024-04-19
SUB10790,CUST10790,Family,1499,Monthly,15,2024-03-23
SUB10791,CUST10791,Standard,799,Monthly,5,2024-05-02
SUB10792,CUST10792,Family,1499,Annual,15,2025-05-14
SUB10793,CUST10793,Basic,499,Annual,2,2024-12-20
SUB10794,CUST10794,Basic,499,Quarterly,2,2024-02-14
SUB10795,CUST10795,Premium,1199,Monthly,10,2024-09-28
SUB10796,CUST10796,Premium,1199,Quarterly,10,2024-12-05
SUB10797,CUST10797,Basic,499,Annual,2,2024-10-05
SUB10798,CUST10798,Family,1499,Monthly,15,2024-08-07
SUB10799,CUST10799,Premium,1199,Annual,10,2026-02-16
SUB10800,CUST10800,Family,1499,Quarterly,15,2025-05-13
SUB10801,CUST10801,Family,1499,Annual,15,2025-08-03
SUB10802,CUST10802,Premium,1199,Monthly,10,2024-08-22
SUB10803,CUST10803,Standard,799,Monthly,5,2025-02-05
SUB10804,CUST10804,Basic,499,Annual,2,2025-01-07
SUB10805,CUST10805,Premium,1199,Quarterly,10,2024-07-27
SUB10806,CUST10806,Basic,499,Monthly,2,2025-03-21
SUB10807,CUST10807,Premium,1199,Monthly,10,2024-11-17
SUB10808,CUST10808,Family,1499,Monthly,15,2024-08-30
SUB10809,CUST10809,Basic,499,Annual,2,2025-05-22
SUB10810,CUST10810,Premium,1199,Quarterly,10,2025-08-02
SUB10811,CUST10811,Family,1499,Monthly,15,2025-06-21
SUB10812,CUST10812,Standard,799,Monthly,5,2024-09-29
SUB10813,CUST10813,Basic,499,Quarterly,2,2024-10-20
SUB10814,CUST10814,Family,1499,Monthly,15,2025-07-22
SUB10815,CUST10815,Family,1499,Monthly,15,2025-05-20
SUB10816,CUST10816,Standard,799,Annual,5,2025-08-26
SUB10817,CUST10817,Basic,499,Monthly,2,2024-06-06
SUB10818,CUST10818,Premium,1199,Monthly,10,2025-10-09
SUB10819,CUST10819,Standard,799,Monthly,5,2024-09-25
SUB10820,CUST10820,Basic,499,Monthly,2,2024-03-13
SUB10821,CUST10821,Premium,1199,Monthly,10,2024-10-19
SUB10822,CUST10822,Basic,499,Annual,2,2024-09-21
SUB10823,CUST10823,Premium,1199,Annual,10,2025-12-29
SUB10824,CUST10824,Basic,499,Annual,2,2024-01-06
SUB10825,CUST10825,Standard,799,Monthly,5,2024-12-04
SUB10826,CUST10826,Standard,799,Quarterly,5,2024-11-08
SUB10827,CUST10827,Premium,1199,Monthly,10,2025-02-16
SUB10828,CUST10828,Premium,1199,Monthly,10,2025-02-20
SUB10829,CUST10829,Standard,799,Quarterly,5,2026-03-24
SUB10830,CUST10830,Premium,1199,Annual,10,2025-02-03
SUB10831,CUST10831,Premium,1199,Quarterly,10,2025-03-06
SUB10832,CUST10832,Basic,499,Quarterly,2,2024-06-23
SUB10833,CUST10833,Standard,799,Annual,5,2025-08-11
SUB10834,CUST10834,Premium,1199,Annual,10,2026-01-04
SUB10835,CUST10835,Standard,799,Quarterly,5,2025-05-21
SUB10836,CUST10836,Family,1499,Monthly,15,2025-11-27
SUB10837,CUST10837,Standard,799,Quarterly,5,2024-09-18
SUB10838,CUST10838,Premium,1199,Annual,10,2025-04-06
SUB10839,CUST10839,Family,1499,Monthly,15,2025-07-04
SUB10840,CUST10840,Basic,499,Monthly,2,2024-09-03
SUB10841,CUST10841,Premium,1199,Monthly,10,2026-03-15
SUB10842,CUST10842,Basic,499,Annual,2,2026-01-02
SUB10843,CUST10843,Premium,1199,Monthly,10,2025-02-06
SUB10844,CUST10844,Standard,799,Annual,5,2025-05-27
SUB10845,CUST10845,Premium,1199,Monthly,10,2024-07-11
SUB10846,CUST10846,Family,1499,Annual,15,2026-03-05
SUB10847,CUST10847,Standard,799,Monthly,5,2024-02-04
SUB10848,CUST10848,Premium,1199,Annual,10,2024-02-21
SUB10849,CUST10849,Basic,499,Monthly,2,2025-10-18
SUB10850,CUST10850,Family,1499,Annual,15,2025-02-21
SUB10851,CUST10851,Premium,1199,Annual,10,2025-03-01
SUB10852,CUST10852,Family,1499,Annual,15,2025-03-05
SUB10853,CUST10853,Basic,499,Quarterly,2,2024-05-17
SUB10854,CUST10854,Standard,799,Quarterly,5,2025-09-20
SUB10855,CUST10855,Family,1499,Monthly,15,2025-02-27
SUB10856,CUST10856,Basic,499,Annual,2,2026-01-22
SUB10857,CUST10857,Basic,499,Monthly,2,2024-09-17
SUB10858,CUST10858,Premium,1199,Quarterly,10,2025-07-28
SUB10859,CUST10859,Premium,1199,Quarterly,10,2026-04-11
SUB10860,CUST10860,Family,1499,Monthly,15,2025-12-19
SUB10861,CUST10861,Standard,799,Quarterly,5,2026-02-13
SUB10862,CUST10862,Family,1499,Annual,15,2025-05-24
SUB10863,CUST10863,Family,1499,Monthly,15,2024-08-31
SUB10864,CUST10864,Basic,499,Quarterly,2,2024-10-06
SUB10865,CUST10865,Standard,799,Annual,5,2026-01-01
SUB10866,CUST10866,Basic,499,Monthly,2,2025-03-31
SUB10867,CUST10867,Family,1499,Annual,15,2024-06-05
SUB10868,CUST10868,Standard,799,Monthly,5,2025-05-18
SUB10869,CUST10869,Family,1499,Annual,15,2026-03-24
SUB10870,CUST10870,Standard,799,Quarterly,5,2024-02-12
SUB10871,CUST10871,Premium,1199,Annual,10,2024-09-06
SUB10872,CUST10872,Premium,1199,Annual,10,2025-01-06
SUB10873,CUST10873,Premium,1199,Annual,10,2024-11-14
SUB10874,CUST10874,Premium,1199,Monthly,10,2024-10-16
SUB10875,CUST10875,Standard,799,Annual,5,2025-01-02
SUB10876,CUST10876,Family,1499,Monthly,15,2025-01-22
SUB10877,CUST10877,Premium,1199,Annual,10,2024-02-08
SUB10878,CUST10878,Basic,499,Monthly,2,2025-09-02
SUB10879,CUST10879,Basic,499,Monthly,2,2024-06-15
SUB10880,CUST10880,Family,1499,Monthly,15,2024-08-25
SUB10881,CUST10881,Standard,799,Monthly,5,2025-05-11
SUB10882,CUST10882,Basic,499,Monthly,2,2025-02-03
SUB10883,CUST10883,Family,1499,Monthly,15,2025-07-07
SUB10884,CUST10884,Standard,799,Annual,5,2024-08-30
SUB10885,CUST10885,Basic,499,Annual,2,2025-07-13
SUB10886,CUST10886,Premium,1199,Monthly,10,2025-04-22
SUB10887,CUST10887,Standard,799,Monthly,5,2024-10-17
SUB10888,CUST10888,Family,1499,Monthly,15,2024-02-14
SUB10889,CUST10889,Basic,499,Monthly,2,2026-02-27
SUB10890,CUST10890,Family,1499,Monthly,15,2024-10-10
SUB10891,CUST10891,Premium,1199,Monthly,10,2024-06-06
SUB10892,CUST10892,Premium,1199,Annual,10,2026-01-20
SUB10893,CUST10893,Standard,799,Monthly,5,2025-06-10
SUB10894,CUST10894,Family,1499,Quarterly,15,2025-06-06
SUB10895,CUST10895,Premium,1199,Annual,10,2025-12-11
SUB10896,CUST10896,Premium,1199,Quarterly,10,2024-05-15
SUB10897,CUST10897,Standard,799,Annual,5,2025-02-20
SUB10898,CUST10898,Premium,1199,Quarterly,10,2025-05-05
SUB10899,CUST10899,Basic,499,Monthly,2,2026-02-25
SUB10900,CUST10900,Basic,499,Monthly,2,2026-04-28
SUB10901,CUST10901,Standard,799,Annual,5,2024-06-02
SUB10902,CUST10902,Standard,799,Monthly,5,2025-02-19
SUB10903,CUST10903,Basic,499,Annual,2,2025-10-06
SUB10904,CUST10904,Premium,1199,Annual,10,2025-08-25
SUB10905,CUST10905,Premium,1199,Monthly,10,2026-01-31
SUB10906,CUST10906,Standard,799,Monthly,5,2026-02-12
SUB10907,CUST10907,Basic,499,Annual,2,2024-09-03
SUB10908,CUST10908,Family,1499,Annual,15,2025-02-07
SUB10909,CUST10909,Family,1499,Monthly,15,2026-02-22
SUB10910,CUST10910,Family,1499,Quarterly,15,2025-05-03
SUB10911,CUST10911,Premium,1199,Monthly,10,2024-04-15
SUB10912,CUST10912,Basic,499,Annual,2,2024-10-24
SUB10913,CUST10913,Premium,1199,Quarterly,10,2025-02-06
SUB10914,CUST10914,Premium,1199,Annual,10,2025-08-28
SUB10915,CUST10915,Premium,1199,Monthly,10,2025-02-03
SUB10916,CUST10916,Premium,1199,Monthly,10,2024-06-08
SUB10917,CUST10917,Family,1499,Monthly,15,2025-06-01
SUB10918,CUST10918,Basic,499,Quarterly,2,2024-02-10
SUB10919,CUST10919,Family,1499,Monthly,15,2025-06-10
SUB10920,CUST10920,Basic,499,Monthly,2,2026-04-30
SUB10921,CUST10921,Standard,799,Annual,5,2024-01-24
SUB10922,CUST10922,Standard,799,Monthly,5,2024-12-21
SUB10923,CUST10923,Basic,499,Annual,2,2024-06-29
SUB10924,CUST10924,Premium,1199,Monthly,10,2024-10-28
SUB10925,CUST10925,Premium,1199,Annual,10,2024-08-08
SUB10926,CUST10926,Basic,499,Annual,2,2024-06-10
SUB10927,CUST10927,Standard,799,Monthly,5,2026-03-28
SUB10928,CUST10928,Premium,1199,Monthly,10,2026-02-20
SUB10929,CUST10929,Basic,499,Monthly,2,2025-09-11
SUB10930,CUST10930,Basic,499,Monthly,2,2026-02-23
SUB10931,CUST10931,Basic,499,Monthly,2,2025-10-31
SUB10932,CUST10932,Standard,799,Monthly,5,2026-04-09
SUB10933,CUST10933,Standard,799,Annual,5,2024-02-07
SUB10934,CUST10934,Premium,1199,Monthly,10,2025-03-19
SUB10935,CUST10935,Premium,1199,Monthly,10,2024-12-25
SUB10936,CUST10936,Basic,499,Monthly,2,2025-01-06
SUB10937,CUST10937,Basic,499,Quarterly,2,2026-02-16
SUB10938,CUST10938,Premium,1199,Quarterly,10,2025-02-14
SUB10939,CUST10939,Family,1499,Annual,15,2025-11-23
SUB10940,CUST10940,Premium,1199,Monthly,10,2025-03-03
SUB10941,CUST10941,Standard,799,Annual,5,2024-06-13
SUB10942,CUST10942,Family,1499,Annual,15,2025-01-24
SUB10943,CUST10943,Premium,1199,Quarterly,10,2024-02-23
SUB10944,CUST10944,Basic,499,Annual,2,2024-05-29
SUB10945,CUST10945,Standard,799,Monthly,5,2024-03-10
SUB10946,CUST10946,Family,1499,Monthly,15,2025-07-18
SUB10947,CUST10947,Premium,1199,Monthly,10,2024-08-19
SUB10948,CUST10948,Premium,1199,Monthly,10,2024-07-20
SUB10949,CUST10949,Basic,499,Quarterly,2,2025-04-29
SUB10950,CUST10950,Family,1499,Monthly,15,2025-10-12
SUB10951,CUST10951,Standard,799,Annual,5,2024-07-27
SUB10952,CUST10952,Basic,499,Monthly,2,2025-09-14
SUB10953,CUST10953,Family,1499,Monthly,15,2025-09-29
SUB10954,CUST10954,Premium,1199,Monthly,10,2024-08-28
SUB10955,CUST10955,Premium,1199,Quarterly,10,2025-02-17
SUB10956,CUST10956,Basic,499,Monthly,2,2024-09-06
SUB10957,CUST10957,Basic,499,Quarterly,2,2026-02-02
SUB10958,CUST10958,Family,1499,Monthly,15,2024-11-10
SUB10959,CUST10959,Standard,799,Annual,5,2026-03-29
SUB10960,CUST10960,Basic,499,Annual,2,2024-07-06
SUB10961,CUST10961,Standard,799,Monthly,5,2024-05-05
SUB10962,CUST10962,Standard,799,Quarterly,5,2025-08-19
SUB10963,CUST10963,Basic,499,Quarterly,2,2025-06-27
SUB10964,CUST10964,Standard,799,Annual,5,2025-12-29
SUB10965,CUST10965,Basic,499,Annual,2,2024-01-20
SUB10966,CUST10966,Standard,799,Monthly,5,2025-02-08
SUB10967,CUST10967,Standard,799,Monthly,5,2024-11-17
SUB10968,CUST10968,Premium,1199,Monthly,10,2024-10-05
SUB10969,CUST10969,Standard,799,Monthly,5,2025-09-01
SUB10970,CUST10970,Premium,1199,Quarterly,10,2024-07-15
SUB10971,CUST10971,Basic,499,Monthly,2,2024-07-14
SUB10972,CUST10972,Premium,1199,Annual,10,2024-11-27
SUB10973,CUST10973,Premium,1199,Annual,10,2025-01-20
SUB10974,CUST10974,Standard,799,Annual,5,2024-02-08
SUB10975,CUST10975,Standard,799,Quarterly,5,2025-04-19
SUB10976,CUST10976,Family,1499,Monthly,15,2024-10-07
SUB10977,CUST10977,Family,1499,Monthly,15,2025-03-03
SUB10978,CUST10978,Family,1499,Monthly,15,2024-12-06
SUB10979,CUST10979,Premium,1199,Monthly,10,2024-08-23
SUB10980,CUST10980,Standard,799,Monthly,5,2024-05-11
SUB10981,CUST10981,Family,1499,Monthly,15,2025-05-16
SUB10982,CUST10982,Premium,1199,Quarterly,10,2024-12-25
SUB10983,CUST10983,Premium,1199,Monthly,10,2024-08-28
SUB10984,CUST10984,Premium,1199,Quarterly,10,2026-02-19
SUB10985,CUST10985,Basic,499,Annual,2,2024-02-08
SUB10986,CUST10986,Standard,799,Quarterly,5,2025-10-26
SUB10987,CUST10987,Family,1499,Annual,15,2024-03-17
SUB10988,CUST10988,Family,1499,Monthly,15,2024-04-01
SUB10989,CUST10989,Standard,799,Annual,5,2024-08-03
SUB10990,CUST10990,Basic,499,Monthly,2,2024-07-29
SUB10991,CUST10991,Premium,1199,Monthly,10,2025-08-10
SUB10992,CUST10992,Standard,799,Monthly,5,2024-11-16
SUB10993,CUST10993,Family,1499,Annual,15,2025-12-26
SUB10994,CUST10994,Premium,1199,Monthly,10,2025-10-01
SUB10995,CUST10995,Premium,1199,Quarterly,10,2025-11-12
SUB10996,CUST10996,Premium,1199,Monthly,10,2025-03-11
SUB10997,CUST10997,Premium,1199,Quarterly,10,2026-01-02
SUB10998,CUST10998,Family,1499,Quarterly,15,2026-02-10
SUB10999,CUST10999,Standard,799,Monthly,5,2025-06-03
SUB11000,CUST11000,Basic,499,Quarterly,2,2025-01-19
SUB11001,CUST11001,Family,1499,Monthly,15,2024-07-25
SUB11002,CUST11002,Standard,799,Monthly,5,2025-08-10
SUB11003,CUST11003,Premium,1199,Quarterly,10,2024-04-21
SUB11004,CUST11004,Premium,1199,Quarterly,10,2025-06-07
SUB11005,CUST11005,Standard,799,Quarterly,5,2024-02-24
SUB11006,CUST11006,Standard,799,Monthly,5,2025-09-25
SUB11007,CUST11007,Basic,499,Monthly,2,2024-01-14
SUB11008,CUST11008,Family,1499,Monthly,15,2025-07-18
SUB11009,CUST11009,Family,1499,Monthly,15,2024-04-10
SUB11010,CUST11010,Premium,1199,Annual,10,2024-02-20
SUB11011,CUST11011,Standard,799,Annual,5,2025-09-11
SUB11012,CUST11012,Premium,1199,Annual,10,2025-07-03
SUB11013,CUST11013,Premium,1199,Monthly,10,2026-01-26
SUB11014,CUST11014,Standard,799,Quarterly,5,2024-01-02
SUB11015,CUST11015,Basic,499,Monthly,2,2026-02-28
SUB11016,CUST11016,Standard,799,Monthly,5,2026-03-02
SUB11017,CUST11017,Basic,499,Monthly,2,2026-03-03
SUB11018,CUST11018,Premium,1199,Monthly,10,2025-11-16
SUB11019,CUST11019,Premium,1199,Quarterly,10,2024-11-13
SUB11020,CUST11020,Standard,799,Monthly,5,2024-08-28
SUB11021,CUST11021,Family,1499,Monthly,15,2026-02-09
SUB11022,CUST11022,Family,1499,Monthly,15,2025-05-05
SUB11023,CUST11023,Basic,499,Annual,2,2024-01-17
SUB11024,CUST11024,Standard,799,Monthly,5,2024-10-28
SUB11025,CUST11025,Premium,1199,Monthly,10,2026-04-14
SUB11026,CUST11026,Family,1499,Monthly,15,2026-02-20
SUB11027,CUST11027,Standard,799,Annual,5,2024-10-01
SUB11028,CUST11028,Premium,1199,Monthly,10,2024-03-11
SUB11029,CUST11029,Standard,799,Annual,5,2026-01-09
SUB11030,CUST11030,Family,1499,Monthly,15,2024-02-26
SUB11031,CUST11031,Family,1499,Monthly,15,2024-12-05
SUB11032,CUST11032,Standard,799,Monthly,5,2024-07-26
SUB11033,CUST11033,Basic,499,Monthly,2,2025-10-17
SUB11034,CUST11034,Premium,1199,Quarterly,10,2024-05-02
SUB11035,CUST11035,Basic,499,Monthly,2,2025-10-12
SUB11036,CUST11036,Premium,1199,Annual,10,2025-02-17
SUB11037,CUST11037,Family,1499,Quarterly,15,2025-04-28
SUB11038,CUST11038,Premium,1199,Monthly,10,2026-04-14
SUB11039,CUST11039,Family,1499,Annual,15,2025-10-13
SUB11040,CUST11040,Standard,799,Annual,5,2024-09-28
SUB11041,CUST11041,Premium,1199,Annual,10,2026-01-05
SUB11042,CUST11042,Family,1499,Quarterly,15,2025-05-26
SUB11043,CUST11043,Family,1499,Monthly,15,2024-07-02
SUB11044,CUST11044,Basic,499,Monthly,2,2025-01-13
SUB11045,CUST11045,Premium,1199,Monthly,10,2025-03-29
SUB11046,CUST11046,Family,1499,Monthly,15,2025-08-08
SUB11047,CUST11047,Family,1499,Annual,15,2024-06-07
SUB11048,CUST11048,Standard,799,Quarterly,5,2026-02-26
SUB11049,CUST11049,Premium,1199,Monthly,10,2026-01-25
SUB11050,CUST11050,Basic,499,Annual,2,2026-01-24
SUB11051,CUST11051,Standard,799,Quarterly,5,2025-12-28
SUB11052,CUST11052,Basic,499,Annual,2,2025-07-02
SUB11053,CUST11053,Family,1499,Annual,15,2024-05-25
SUB11054,CUST11054,Standard,799,Quarterly,5,2025-06-03
SUB11055,CUST11055,Standard,799,Annual,5,2024-07-03
SUB11056,CUST11056,Standard,799,Quarterly,5,2024-11-19
SUB11057,CUST11057,Basic,499,Annual,2,2024-07-27
SUB11058,CUST11058,Family,1499,Quarterly,15,2024-11-05
SUB11059,CUST11059,Basic,499,Annual,2,2025-10-02
SUB11060,CUST11060,Premium,1199,Monthly,10,2024-03-12
SUB11061,CUST11061,Basic,499,Monthly,2,2025-11-06
SUB11062,CUST11062,Basic,499,Annual,2,2024-10-10
SUB11063,CUST11063,Basic,499,Monthly,2,2024-03-16
SUB11064,CUST11064,Family,1499,Monthly,15,2024-12-27
SUB11065,CUST11065,Premium,1199,Monthly,10,2025-10-03
SUB11066,CUST11066,Standard,799,Monthly,5,2026-01-30
SUB11067,CUST11067,Basic,499,Monthly,2,2025-10-02
SUB11068,CUST11068,Premium,1199,Monthly,10,2024-06-04
SUB11069,CUST11069,Standard,799,Quarterly,5,2025-06-10
SUB11070,CUST11070,Basic,499,Monthly,2,2024-04-14
SUB11071,CUST11071,Standard,799,Monthly,5,2025-01-02
SUB11072,CUST11072,Standard,799,Quarterly,5,2025-07-07
SUB11073,CUST11073,Standard,799,Quarterly,5,2026-03-03
SUB11074,CUST11074,Family,1499,Monthly,15,2024-04-28
SUB11075,CUST11075,Basic,499,Monthly,2,2025-12-27
SUB11076,CUST11076,Basic,499,Monthly,2,2025-02-23
SUB11077,CUST11077,Basic,499,Quarterly,2,2024-12-28
SUB11078,CUST11078,Basic,499,Annual,2,2024-05-13
SUB11079,CUST11079,Family,1499,Monthly,15,2025-04-15
SUB11080,CUST11080,Premium,1199,Monthly,10,2024-10-24
SUB11081,CUST11081,Family,1499,Annual,15,2024-01-16
SUB11082,CUST11082,Premium,1199,Annual,10,2024-05-07
SUB11083,CUST11083,Standard,799,Quarterly,5,2025-01-01
SUB11084,CUST11084,Family,1499,Monthly,15,2026-01-20
SUB11085,CUST11085,Basic,499,Monthly,2,2024-02-15
SUB11086,CUST11086,Basic,499,Quarterly,2,2026-04-03
SUB11087,CUST11087,Basic,499,Monthly,2,2024-09-02
SUB11088,CUST11088,Basic,499,Quarterly,2,2024-01-01
SUB11089,CUST11089,Standard,799,Monthly,5,2024-06-03
SUB11090,CUST11090,Premium,1199,Annual,10,2025-11-03
SUB11091,CUST11091,Standard,799,Annual,5,2024-11-20
SUB11092,CUST11092,Basic,499,Monthly,2,2025-07-04
SUB11093,CUST11093,Premium,1199,Annual,10,2024-06-27
SUB11094,CUST11094,Premium,1199,Annual,10,2025-02-11
SUB11095,CUST11095,Family,1499,Monthly,15,2024-05-08
SUB11096,CUST11096,Family,1499,Monthly,15,2026-02-16
