Ticket_ID,Customer_ID,Ticket_Date,Issue_Type,Priority,Resolution_Days,Satisfaction_Score,Contact_Channel
TKT007616,CUST09695,2025-11-05,Connectivity,High,4,4.0,App
TKT007617,CUST09697,2026-02-18,Cancellation,Low,3,4.0,Email
TKT007618,CUST09699,2025-09-15,Other,Low,1,5.0,Chat
TKT007619,CUST09699,2026-01-31,Connectivity,Medium,4,4.0,Email
TKT007620,CUST09701,2025-12-12,Connectivity,High,2,3.0,App
TKT007621,CUST09701,2024-08-31,Connectivity,Low,2,3.0,Email
TKT007622,CUST09703,2026-04-29,Cancellation,Medium,5,5.0,Email
TKT007623,CUST09704,2025-03-30,Other,Low,3,3.0,Phone
TKT007624,CUST09706,2025-11-17,Plan Change,Low,4,2.0,Email
TKT007625,CUST09707,2025-05-13,Cancellation,Low,2,4.0,App
TKT007626,CUST09708,2024-12-27,Other,Low,9,3.0,Chat
TKT007627,CUST09708,2025-10-13,Technical,Medium,4,4.0,Phone
TKT007628,CUST09712,2025-07-23,Connectivity,Low,5,4.0,Chat
TKT007629,CUST09713,2025-12-25,Plan Change,Medium,7,4.0,Email
TKT007630,CUST09714,2025-11-18,Plan Change,Low,8,4.0,Email
TKT007631,CUST09716,2026-02-22,Connectivity,Medium,1,5.0,Email
TKT007632,CUST09716,2026-06-02,Cancellation,Low,6,4.0,Email
TKT007633,CUST09719,2026-02-27,Connectivity,High,4,3.0,Phone
TKT007634,CUST09721,2026-01-30,Other,Medium,2,3.0,App
TKT007635,CUST09724,2024-08-15,Plan Change,Medium,1,2.0,Phone
TKT007636,CUST09727,2026-01-13,Other,Medium,4,4.0,App
TKT007637,CUST09727,2026-01-16,Other,Low,4,3.0,Email
TKT007638,CUST09729,2025-08-20,Billing,Low,2,4.0,App
TKT007639,CUST09729,2025-03-21,Billing,High,4,2.0,Phone
TKT007640,CUST09731,2026-05-06,Technical,Medium,3,5.0,Chat
TKT007641,CUST09733,2026-05-25,Cancellation,Low,3,3.0,App
TKT007642,CUST09736,2025-03-14,Technical,Medium,4,4.0,Phone
TKT007643,CUST09736,2024-11-16,Other,Medium,2,4.0,App
TKT007644,CUST09739,2025-06-29,Technical,Low,2,4.0,App
TKT007645,CUST09739,2025-11-14,Billing,Low,6,3.0,Phone
TKT007646,CUST09739,2025-12-26,Connectivity,Low,4,3.0,App
TKT007647,CUST09743,2025-07-03,Connectivity,Medium,10,4.0,Email
TKT007648,CUST09744,2025-10-09,Plan Change,Low,5,4.0,App
TKT007649,CUST09746,2025-08-25,Billing,Medium,3,3.0,Phone
TKT007650,CUST09746,2025-04-10,Billing,Medium,3,2.0,Phone
TKT007651,CUST09748,2026-06-11,Connectivity,Low,4,5.0,App
TKT007652,CUST09750,2026-06-11,Billing,High,2,3.0,App
TKT007653,CUST09751,2025-07-29,Cancellation,Low,2,5.0,Phone
TKT007654,CUST09754,2025-10-28,Billing,High,7,4.0,App
TKT007655,CUST09754,2025-09-21,Billing,Low,2,4.0,App
TKT007656,CUST09754,2025-07-10,Technical,Low,4,5.0,App
TKT007657,CUST09754,2025-09-07,Connectivity,Low,2,3.0,App
TKT007658,CUST09756,2025-09-13,Plan Change,Medium,2,5.0,Phone
TKT007659,CUST09758,2025-10-12,Other,Low,4,5.0,App
TKT007660,CUST09759,2025-03-21,Other,Low,2,3.0,App
TKT007661,CUST09759,2024-08-09,Billing,Low,3,3.0,App
TKT007662,CUST09759,2026-03-31,Connectivity,Low,5,4.0,App
TKT007663,CUST09760,2026-02-07,Other,Medium,5,4.0,Email
TKT007664,CUST09761,2026-06-16,Connectivity,Medium,2,5.0,Chat
TKT007665,CUST09761,2026-06-11,Connectivity,Medium,2,3.0,App
TKT007666,CUST09763,2025-10-14,Plan Change,Low,3,3.0,Chat
TKT007667,CUST09763,2024-08-07,Other,Low,2,3.0,Chat
TKT007668,CUST09766,2025-04-14,Technical,High,3,3.0,App
TKT007669,CUST09766,2026-04-25,Cancellation,Low,5,4.0,Chat
TKT007670,CUST09766,2025-11-13,Other,Low,10,5.0,App
TKT007671,CUST09766,2025-07-28,Other,Low,4,3.0,Phone
TKT007672,CUST09768,2026-03-07,Technical,Medium,1,5.0,Chat
TKT007673,CUST09769,2025-12-23,Technical,Low,4,4.0,Chat
TKT007674,CUST09770,2026-03-03,Technical,Low,2,3.0,Email
TKT007675,CUST09771,2025-11-01,Other,Medium,1,3.0,Phone
TKT007676,CUST09775,2025-07-05,Billing,Medium,4,4.0,App
TKT007677,CUST09775,2026-05-21,Plan Change,Low,1,4.0,App
TKT007678,CUST09776,2024-11-11,Billing,Low,6,3.0,App
TKT007679,CUST09776,2024-08-07,Plan Change,High,4,2.0,Phone
TKT007680,CUST09777,2026-01-21,Plan Change,Low,2,3.0,App
TKT007681,CUST09777,2025-07-06,Cancellation,Medium,4,3.0,App
TKT007682,CUST09777,2026-02-18,Cancellation,Medium,2,4.0,Chat
TKT007683,CUST09782,2026-03-30,Connectivity,Medium,7,3.0,Chat
TKT007684,CUST09783,2026-03-27,Connectivity,High,5,3.0,Email
TKT007685,CUST09784,2026-02-27,Cancellation,High,4,4.0,Email
TKT007686,CUST09784,2025-06-14,Plan Change,Low,2,4.0,Email
TKT007687,CUST09786,2024-12-21,Other,Low,4,5.0,App
TKT007688,CUST09789,2026-04-11,Other,Low,5,4.0,Email
TKT007689,CUST09789,2026-05-19,Plan Change,Medium,4,4.0,Phone
TKT007690,CUST09790,2026-01-07,Cancellation,Medium,9,4.0,Chat
TKT007691,CUST09790,2026-03-28,Plan Change,Medium,6,4.0,App
TKT007692,CUST09790,2026-06-08,Technical,Medium,3,3.0,Email
TKT007693,CUST09791,2026-01-28,Connectivity,Medium,1,2.0,Phone
TKT007694,CUST09792,2026-03-07,Plan Change,Low,1,5.0,Phone
TKT007695,CUST09794,2024-10-09,Technical,Low,3,2.0,Email
TKT007696,CUST09794,2025-07-06,Billing,Medium,3,4.0,App
TKT007697,CUST09794,2025-01-20,Plan Change,Medium,1,3.0,App
TKT007698,CUST09794,2024-10-09,Billing,High,3,3.0,App
TKT007699,CUST09797,2026-03-29,Technical,Low,5,4.0,Chat
TKT007700,CUST09799,2025-09-09,Plan Change,Low,3,1.0,App
TKT007701,CUST09805,2025-08-29,Technical,High,2,3.0,Phone
TKT007702,CUST09809,2025-07-21,Cancellation,Low,4,4.0,Phone
TKT007703,CUST09810,2026-02-21,Billing,Medium,3,4.0,App
TKT007704,CUST09811,2026-02-15,Plan Change,Medium,5,4.0,App
TKT007705,CUST09814,2025-11-03,Connectivity,Medium,3,4.0,Chat
TKT007706,CUST09815,2025-09-28,Technical,Medium,3,2.0,Email
TKT007707,CUST09815,2026-03-07,Cancellation,Low,4,3.0,Phone
TKT007708,CUST09816,2026-06-06,Cancellation,Low,7,4.0,Phone
TKT007709,CUST09818,2026-05-16,Technical,Low,6,4.0,App
TKT007710,CUST09818,2026-02-19,Plan Change,Medium,3,4.0,App
TKT007711,CUST09821,2026-02-20,Other,Low,4,3.0,Email
TKT007712,CUST09822,2025-12-19,Technical,Medium,3,4.0,Phone
TKT007713,CUST09824,2026-05-30,Billing,Low,2,4.0,Chat
TKT007714,CUST09825,2025-12-13,Cancellation,Medium,2,4.0,App
TKT007715,CUST09826,2025-12-22,Connectivity,High,8,3.0,Chat
TKT007716,CUST09827,2025-03-10,Technical,Medium,1,3.0,Chat
TKT007717,CUST09828,2026-06-05,Plan Change,Low,9,4.0,App
TKT007718,CUST09828,2026-04-18,Technical,Low,4,2.0,App
TKT007719,CUST09831,2025-04-10,Other,Low,1,5.0,Chat
TKT007720,CUST09832,2025-09-08,Plan Change,Low,2,4.0,App
TKT007721,CUST09836,2026-06-11,Other,Low,1,5.0,App
TKT007722,CUST09840,2026-06-10,Cancellation,Low,4,3.0,Phone
TKT007723,CUST09843,2025-12-20,Connectivity,Low,3,5.0,Chat
TKT007724,CUST09845,2026-01-11,Cancellation,Low,2,3.0,Chat
TKT007725,CUST09846,2026-05-23,Other,Low,1,4.0,App
TKT007726,CUST09847,2025-07-18,Other,High,2,4.0,Chat
TKT007727,CUST09847,2025-05-17,Technical,High,6,,Chat
TKT007728,CUST09847,2026-02-28,Connectivity,Low,4,4.0,Chat
TKT007729,CUST09848,2026-05-04,Cancellation,Medium,4,2.0,Email
TKT007730,CUST09850,2026-05-06,Technical,Low,5,3.0,Email
TKT007731,CUST09851,2025-01-24,Connectivity,Medium,6,3.0,Email
TKT007732,CUST09852,2025-12-25,Connectivity,Medium,3,4.0,Phone
TKT007733,CUST09852,2026-01-28,Connectivity,Medium,2,3.0,App
TKT007734,CUST09852,2025-09-23,Plan Change,Low,4,3.0,Chat
TKT007735,CUST09853,2025-11-23,Other,Medium,4,3.0,Email
TKT007736,CUST09855,2025-08-04,Other,Low,5,4.0,Phone
TKT007737,CUST09856,2025-02-18,Technical,Medium,6,3.0,Chat
TKT007738,CUST09856,2026-03-16,Other,Low,3,3.0,Phone
TKT007739,CUST09857,2026-02-01,Other,Low,2,3.0,Phone
TKT007740,CUST09857,2026-02-13,Plan Change,High,1,4.0,Phone
TKT007741,CUST09858,2026-04-17,Billing,Low,2,4.0,App
TKT007742,CUST09859,2025-10-19,Billing,Low,5,4.0,Chat
TKT007743,CUST09862,2024-12-01,Billing,Low,7,3.0,App
TKT007744,CUST09863,2026-03-30,Plan Change,Low,2,5.0,Phone
TKT007745,CUST09865,2026-06-03,Billing,Low,3,4.0,Chat
TKT007746,CUST09867,2025-08-07,Other,High,1,2.0,App
TKT007747,CUST09869,2025-12-12,Connectivity,High,3,3.0,Email
TKT007748,CUST09870,2024-08-30,Plan Change,Low,6,3.0,Phone
TKT007749,CUST09870,2026-04-23,Plan Change,High,3,4.0,Phone
TKT007750,CUST09870,2026-03-13,Billing,High,1,3.0,Email
TKT007751,CUST09870,2024-06-29,Plan Change,Medium,3,4.0,Email
TKT007752,CUST09871,2026-05-20,Connectivity,Low,1,3.0,Phone
TKT007753,CUST09871,2026-04-24,Other,High,3,3.0,Chat
TKT007754,CUST09872,2025-05-26,Plan Change,Medium,6,4.0,Phone
TKT007755,CUST09873,2025-03-20,Technical,Medium,1,4.0,Chat
TKT007756,CUST09874,2025-09-07,Technical,Low,2,4.0,Chat
TKT007757,CUST09878,2026-03-05,Billing,Low,4,4.0,Chat
TKT007758,CUST09880,2026-03-28,Billing,Low,7,5.0,Chat
TKT007759,CUST09881,2025-12-31,Plan Change,Low,3,5.0,Email
TKT007760,CUST09883,2026-05-09,Billing,Medium,3,3.0,Email
TKT007761,CUST09884,2026-05-26,Billing,Medium,4,4.0,Chat
TKT007762,CUST09885,2026-04-08,Billing,High,2,2.0,Email
TKT007763,CUST09887,2026-06-07,Connectivity,Medium,5,5.0,Phone
TKT007764,CUST09887,2026-05-12,Connectivity,Low,3,3.0,Chat
TKT007765,CUST09887,2026-05-02,Plan Change,Low,2,3.0,Phone
TKT007766,CUST09887,2026-05-18,Billing,Low,1,4.0,Email
TKT007767,CUST09888,2025-12-18,Plan Change,Low,3,3.0,App
TKT007768,CUST09889,2026-03-01,Technical,Low,2,3.0,Email
TKT007769,CUST09893,2026-05-22,Billing,Low,2,5.0,Email
TKT007770,CUST09893,2025-09-15,Connectivity,Medium,4,4.0,Phone
TKT007771,CUST09896,2026-01-25,Billing,Medium,4,3.0,Phone
TKT007772,CUST09896,2026-05-17,Cancellation,Low,3,4.0,Email
TKT007773,CUST09897,2024-08-05,Technical,Medium,2,4.0,Email
TKT007774,CUST09898,2026-04-07,Other,Low,3,4.0,Phone
TKT007775,CUST09898,2026-05-26,Technical,Low,2,3.0,Email
TKT007776,CUST09898,2026-05-20,Technical,Low,8,4.0,Email
TKT007777,CUST09901,2026-05-03,Technical,Low,2,5.0,Phone
TKT007778,CUST09905,2026-05-24,Billing,Low,5,3.0,Chat
TKT007779,CUST09906,2025-05-06,Plan Change,Low,4,2.0,Chat
TKT007780,CUST09907,2025-07-26,Technical,Medium,2,4.0,Email
TKT007781,CUST09908,2025-06-09,Connectivity,Medium,3,4.0,App
TKT007782,CUST09909,2026-04-01,Billing,Medium,3,2.0,Phone
TKT007783,CUST09910,2026-06-04,Other,Medium,3,5.0,Email
TKT007784,CUST09910,2026-05-11,Billing,Medium,3,4.0,Chat
TKT007785,CUST09912,2025-10-05,Cancellation,Low,2,5.0,App
TKT007786,CUST09912,2025-09-25,Cancellation,Medium,2,2.0,Chat
TKT007787,CUST09913,2026-02-28,Billing,High,4,3.0,Chat
TKT007788,CUST09914,2026-02-25,Cancellation,Low,2,4.0,Phone
TKT007789,CUST09915,2025-01-02,Plan Change,High,6,3.0,Phone
TKT007790,CUST09915,2025-02-08,Other,High,3,2.0,Phone
TKT007791,CUST09915,2025-04-27,Billing,Medium,9,3.0,App
TKT007792,CUST09916,2024-09-15,Billing,High,6,3.0,Chat
TKT007793,CUST09918,2025-12-30,Technical,Medium,6,4.0,Phone
TKT007794,CUST09919,2026-05-12,Technical,Medium,6,3.0,Email
TKT007795,CUST09923,2026-05-08,Plan Change,High,2,3.0,Phone
TKT007796,CUST09925,2026-01-15,Cancellation,High,4,3.0,Email
TKT007797,CUST09925,2025-10-20,Billing,Medium,7,4.0,Phone
TKT007798,CUST09927,2026-01-26,Technical,Low,12,4.0,App
TKT007799,CUST09930,2026-01-26,Other,Medium,5,2.0,Email
TKT007800,CUST09931,2025-11-26,Technical,Low,4,3.0,App
TKT007801,CUST09931,2025-11-16,Billing,Medium,1,3.0,Email
TKT007802,CUST09931,2026-04-19,Connectivity,Low,2,4.0,Email
TKT007803,CUST09932,2026-05-09,Technical,Low,2,4.0,Email
TKT007804,CUST09932,2025-07-17,Connectivity,Low,5,4.0,Phone
TKT007805,CUST09932,2025-12-08,Billing,Low,4,3.0,Chat
TKT007806,CUST09933,2025-01-28,Cancellation,Medium,2,3.0,Phone
TKT007807,CUST09935,2026-01-28,Billing,Low,1,2.0,App
TKT007808,CUST09937,2025-12-18,Plan Change,Low,4,5.0,Email
TKT007809,CUST09938,2025-02-05,Technical,Low,1,4.0,App
TKT007810,CUST09938,2025-07-23,Technical,High,7,3.0,Phone
TKT007811,CUST09940,2026-04-22,Other,Medium,6,4.0,Email
TKT007812,CUST09940,2025-05-29,Plan Change,Low,2,3.0,Email
TKT007813,CUST09940,2024-11-12,Connectivity,Medium,4,4.0,Email
TKT007814,CUST09947,2026-02-27,Other,High,3,3.0,Email
TKT007815,CUST09948,2026-04-29,Technical,Low,3,3.0,Chat
TKT007816,CUST09958,2026-04-02,Billing,Medium,5,3.0,App
TKT007817,CUST09959,2026-01-10,Technical,Low,2,4.0,App
TKT007818,CUST09960,2024-11-21,Technical,High,2,3.0,Phone
TKT007819,CUST09962,2026-05-14,Plan Change,High,8,3.0,App
TKT007820,CUST09962,2026-04-01,Cancellation,Medium,2,4.0,App
TKT007821,CUST09962,2025-12-15,Connectivity,Medium,2,5.0,Chat
TKT007822,CUST09963,2025-11-03,Other,Medium,3,4.0,Email
TKT007823,CUST09963,2025-08-05,Connectivity,Low,8,4.0,Chat
TKT007824,CUST09963,2025-01-15,Technical,Medium,2,2.0,Email
TKT007825,CUST09964,2026-06-21,Billing,Low,5,4.0,Chat
TKT007826,CUST09964,2026-06-02,Cancellation,Medium,1,3.0,App
TKT007827,CUST09968,2026-04-24,Other,Medium,7,5.0,Phone
TKT007828,CUST09968,2026-05-03,Cancellation,Low,6,5.0,Phone
TKT007829,CUST09968,2026-01-14,Cancellation,Medium,3,3.0,Phone
TKT007830,CUST09968,2025-11-27,Billing,Medium,2,4.0,App
TKT007831,CUST09969,2025-04-25,Billing,Medium,5,4.0,Chat
TKT007832,CUST09969,2026-01-05,Cancellation,Low,6,5.0,Email
TKT007833,CUST09971,2026-04-13,Other,Low,12,4.0,Phone
TKT007834,CUST09971,2026-04-08,Connectivity,High,1,3.0,Chat
TKT007835,CUST09972,2026-06-16,Billing,Medium,4,5.0,App
TKT007836,CUST09973,2026-02-28,Billing,Medium,2,4.0,App
TKT007837,CUST09975,2026-05-19,Connectivity,Low,4,4.0,Chat
TKT007838,CUST09977,2025-07-18,Billing,Medium,3,4.0,Phone
TKT007839,CUST09978,2025-07-24,Billing,Low,2,3.0,Email
TKT007840,CUST09984,2026-02-28,Technical,Low,3,5.0,App
TKT007841,CUST09985,2026-04-28,Cancellation,Low,2,4.0,Email
TKT007842,CUST09985,2025-12-15,Plan Change,Low,9,4.0,Chat
TKT007843,CUST09986,2026-02-16,Technical,Medium,7,4.0,Email
TKT007844,CUST09988,2026-02-02,Connectivity,Low,4,4.0,App
TKT007845,CUST09989,2026-03-05,Plan Change,Low,7,5.0,Phone
TKT007846,CUST09990,2025-08-01,Technical,Medium,5,3.0,Chat
TKT007847,CUST09990,2025-10-12,Technical,Medium,2,5.0,App
TKT007848,CUST09990,2025-08-04,Technical,High,9,3.0,Email
TKT007849,CUST09991,2025-01-02,Other,Low,1,4.0,Chat
TKT007850,CUST09991,2024-12-09,Cancellation,Medium,5,5.0,Phone
TKT007851,CUST09996,2024-10-18,Other,High,1,3.0,Chat
TKT007852,CUST09996,2026-01-31,Billing,Low,5,2.0,Email
TKT007853,CUST10000,2024-10-13,Other,Medium,1,4.0,Email
TKT007854,CUST10000,2024-08-16,Other,Low,3,4.0,Email
TKT007855,CUST10001,2026-01-20,Cancellation,Medium,3,3.0,Email
TKT007856,CUST10004,2026-05-08,Other,Medium,2,5.0,Chat
TKT007857,CUST10006,2025-08-04,Billing,Low,2,2.0,Phone
TKT007858,CUST10009,2024-12-19,Cancellation,Low,2,2.0,App
TKT007859,CUST10009,2025-04-25,Billing,Low,2,4.0,App
TKT007860,CUST10011,2025-10-16,Cancellation,Low,5,4.0,App
TKT007861,CUST10011,2025-11-14,Other,Medium,3,4.0,Chat
TKT007862,CUST10013,2026-05-01,Billing,Low,5,4.0,App
TKT007863,CUST10013,2025-09-20,Technical,Medium,1,4.0,Phone
TKT007864,CUST10017,2025-08-13,Billing,Medium,2,3.0,Email
TKT007865,CUST10017,2024-10-08,Plan Change,Low,5,4.0,Email
TKT007866,CUST10018,2025-04-18,Plan Change,Low,2,5.0,Phone
TKT007867,CUST10018,2025-09-20,Cancellation,Low,4,4.0,App
TKT007868,CUST10019,2025-10-10,Other,Medium,4,2.0,Phone
TKT007869,CUST10021,2026-05-22,Other,Medium,1,3.0,Phone
TKT007870,CUST10022,2026-04-22,Cancellation,Low,2,3.0,Email
TKT007871,CUST10025,2026-05-31,Other,Medium,1,5.0,App
TKT007872,CUST10031,2025-05-22,Connectivity,Medium,2,5.0,Chat
TKT007873,CUST10031,2025-04-12,Technical,High,1,3.0,App
TKT007874,CUST10034,2025-07-15,Plan Change,Low,2,3.0,Chat
TKT007875,CUST10039,2026-03-10,Connectivity,Low,3,5.0,App
TKT007876,CUST10040,2025-12-01,Plan Change,High,4,5.0,App
TKT007877,CUST10041,2026-06-08,Technical,Low,3,4.0,Email
TKT007878,CUST10042,2025-02-03,Plan Change,Low,3,3.0,Phone
TKT007879,CUST10042,2026-04-17,Cancellation,Low,1,3.0,App
TKT007880,CUST10043,2024-10-12,Cancellation,Low,3,4.0,Phone
TKT007881,CUST10045,2025-07-15,Billing,Medium,3,4.0,Email
TKT007882,CUST10047,2026-02-09,Billing,Low,2,3.0,Chat
TKT007883,CUST10048,2026-04-29,Technical,High,3,3.0,Phone
TKT007884,CUST10049,2025-04-10,Other,Low,2,4.0,Phone
TKT007885,CUST10051,2026-02-08,Cancellation,Low,2,4.0,App
TKT007886,CUST10053,2026-04-20,Plan Change,Low,2,5.0,Chat
TKT007887,CUST10053,2026-02-26,Connectivity,Low,3,3.0,Phone
TKT007888,CUST10056,2024-06-07,Technical,Medium,2,4.0,Phone
TKT007889,CUST10057,2025-10-15,Technical,Low,4,5.0,Email
TKT007890,CUST10058,2025-03-02,Plan Change,Medium,2,4.0,Email
TKT007891,CUST10060,2026-02-04,Billing,Low,8,3.0,App
TKT007892,CUST10061,2026-01-03,Technical,Low,2,4.0,Chat
TKT007893,CUST10062,2024-12-10,Plan Change,Low,5,4.0,App
TKT007894,CUST10063,2025-10-23,Plan Change,Low,3,4.0,Phone
TKT007895,CUST10064,2026-02-02,Technical,Medium,2,2.0,Phone
TKT007896,CUST10065,2025-06-23,Cancellation,Low,6,5.0,Email
TKT007897,CUST10066,2026-04-19,Cancellation,High,2,3.0,App
TKT007898,CUST10067,2025-06-04,Other,Medium,3,4.0,Chat
TKT007899,CUST10071,2026-03-28,Other,Low,3,4.0,Chat
TKT007900,CUST10075,2025-07-28,Technical,Low,2,4.0,Phone
TKT007901,CUST10076,2026-01-19,Other,High,1,2.0,Email
TKT007902,CUST10078,2026-02-10,Technical,Low,2,4.0,Chat
TKT007903,CUST10078,2025-09-05,Technical,Medium,17,2.0,Email
TKT007904,CUST10082,2024-12-11,Other,Medium,2,4.0,App
TKT007905,CUST10084,2026-02-07,Billing,Medium,4,4.0,Chat
TKT007906,CUST10084,2026-02-10,Technical,Low,2,3.0,Email
TKT007907,CUST10084,2026-03-26,Billing,Low,4,3.0,Email
TKT007908,CUST10086,2025-06-18,Billing,Low,3,4.0,App
TKT007909,CUST10086,2025-04-20,Other,Medium,4,4.0,Chat
TKT007910,CUST10087,2025-09-07,Plan Change,Medium,4,4.0,Email
TKT007911,CUST10087,2025-09-24,Connectivity,Low,2,4.0,Email
TKT007912,CUST10089,2026-05-09,Cancellation,Low,2,3.0,Phone
TKT007913,CUST10090,2026-04-11,Billing,Low,2,4.0,App
TKT007914,CUST10090,2026-06-16,Other,Low,3,3.0,Email
TKT007915,CUST10091,2026-04-28,Cancellation,High,2,2.0,Phone
TKT007916,CUST10092,2025-09-26,Technical,Low,6,3.0,Phone
TKT007917,CUST10093,2025-10-16,Billing,Low,2,3.0,Chat
TKT007918,CUST10093,2025-06-03,Cancellation,Low,3,4.0,App
TKT007919,CUST10095,2025-08-03,Cancellation,Medium,4,3.0,Phone
TKT007920,CUST10097,2025-06-27,Cancellation,Low,4,5.0,Phone
TKT007921,CUST10098,2026-01-11,Plan Change,Low,8,3.0,Chat
TKT007922,CUST10098,2024-12-07,Connectivity,Medium,4,4.0,App
TKT007923,CUST10099,2025-04-26,Cancellation,High,1,3.0,Phone
TKT007924,CUST10100,2025-02-06,Connectivity,Medium,1,5.0,App
TKT007925,CUST10103,2024-12-24,Other,Medium,12,5.0,App
TKT007926,CUST10103,2025-11-03,Plan Change,Low,5,4.0,Phone
TKT007927,CUST10103,2025-06-02,Billing,Low,6,3.0,Email
TKT007928,CUST10106,2025-12-24,Other,Low,4,4.0,Phone
TKT007929,CUST10106,2025-03-15,Cancellation,High,8,3.0,Chat
TKT007930,CUST10107,2025-04-07,Technical,Medium,5,2.0,Email
TKT007931,CUST10108,2026-03-09,Cancellation,Medium,3,4.0,Chat
TKT007932,CUST10108,2026-05-15,Cancellation,Medium,5,4.0,App
TKT007933,CUST10111,2025-04-29,Other,Medium,2,3.0,Email
TKT007934,CUST10111,2025-09-05,Plan Change,Low,2,4.0,Chat
TKT007935,CUST10112,2025-08-26,Other,Low,4,3.0,Phone
TKT007936,CUST10114,2026-04-12,Cancellation,Medium,3,4.0,Chat
TKT007937,CUST10116,2026-03-28,Connectivity,Medium,3,4.0,Chat
TKT007938,CUST10117,2024-12-05,Other,Low,1,4.0,Chat
TKT007939,CUST10117,2026-05-07,Connectivity,Medium,3,4.0,Phone
TKT007940,CUST10118,2025-06-13,Other,Low,3,4.0,Phone
TKT007941,CUST10119,2026-05-02,Connectivity,Medium,3,5.0,Email
TKT007942,CUST10121,2026-04-07,Plan Change,Medium,1,4.0,Chat
TKT007943,CUST10126,2026-06-10,Other,Medium,4,4.0,Chat
TKT007944,CUST10128,2025-07-01,Connectivity,Medium,2,3.0,Email
TKT007945,CUST10129,2025-11-22,Billing,High,2,4.0,App
TKT007946,CUST10131,2026-06-12,Technical,Low,9,4.0,App
TKT007947,CUST10133,2025-10-14,Technical,Low,2,4.0,Chat
TKT007948,CUST10135,2024-05-17,Billing,Low,1,4.0,Phone
TKT007949,CUST10136,2024-12-20,Technical,Medium,2,3.0,Chat
TKT007950,CUST10139,2024-11-05,Connectivity,Low,2,3.0,Chat
TKT007951,CUST10139,2025-06-12,Cancellation,Low,6,4.0,App
TKT007952,CUST10140,2026-04-07,Plan Change,Low,9,3.0,Email
TKT007953,CUST10144,2026-01-27,Technical,Medium,2,3.0,Email
TKT007954,CUST10144,2026-05-11,Plan Change,Low,4,4.0,App
TKT007955,CUST10145,2025-09-18,Connectivity,High,2,4.0,App
TKT007956,CUST10148,2026-03-05,Cancellation,Medium,4,4.0,App
TKT007957,CUST10148,2025-03-16,Billing,Low,4,4.0,Email
TKT007958,CUST10148,2024-09-04,Other,Medium,3,4.0,Chat
TKT007959,CUST10150,2025-11-16,Other,Low,3,4.0,Phone
TKT007960,CUST10150,2025-04-20,Billing,High,4,2.0,Email
TKT007961,CUST10150,2025-09-03,Billing,High,6,3.0,Chat
TKT007962,CUST10153,2026-02-04,Cancellation,Medium,2,3.0,App
TKT007963,CUST10153,2026-03-23,Cancellation,Low,2,3.0,Email
TKT007964,CUST10156,2025-10-19,Connectivity,Medium,2,3.0,Phone
TKT007965,CUST10156,2025-10-02,Cancellation,Medium,3,4.0,App
TKT007966,CUST10158,2026-05-22,Cancellation,Low,1,3.0,Chat
TKT007967,CUST10160,2025-11-29,Cancellation,Low,5,4.0,App
TKT007968,CUST10160,2025-12-14,Billing,Low,9,1.0,Chat
TKT007969,CUST10160,2026-05-13,Plan Change,Low,6,4.0,Phone
TKT007970,CUST10161,2025-08-01,Billing,Medium,6,4.0,Email
TKT007971,CUST10161,2026-01-09,Cancellation,Low,2,5.0,App
TKT007972,CUST10164,2025-05-23,Billing,Low,3,5.0,Chat
TKT007973,CUST10165,2026-04-27,Other,Medium,1,4.0,Chat
TKT007974,CUST10169,2026-06-05,Plan Change,Low,6,4.0,Phone
TKT007975,CUST10170,2025-11-12,Plan Change,Medium,3,3.0,Phone
TKT007976,CUST10171,2026-02-24,Technical,Medium,7,3.0,Phone
TKT007977,CUST10172,2026-02-13,Cancellation,Low,4,3.0,Email
TKT007978,CUST10172,2026-01-03,Technical,High,3,4.0,Email
TKT007979,CUST10175,2025-03-08,Technical,Low,4,4.0,Email
TKT007980,CUST10176,2025-11-28,Cancellation,High,2,3.0,Chat
TKT007981,CUST10176,2024-07-29,Cancellation,Medium,9,3.0,App
TKT007982,CUST10177,2026-04-19,Connectivity,Medium,4,4.0,Phone
TKT007983,CUST10178,2026-04-25,Connectivity,Low,4,4.0,Chat
TKT007984,CUST10179,2026-06-22,Plan Change,Low,9,4.0,Email
TKT007985,CUST10179,2026-02-12,Technical,Low,2,4.0,Phone
TKT007986,CUST10179,2025-12-14,Plan Change,Low,12,4.0,Email
TKT007987,CUST10180,2025-12-17,Cancellation,Medium,2,5.0,Email
TKT007988,CUST10184,2026-06-06,Connectivity,Low,1,4.0,Chat
TKT007989,CUST10185,2026-05-23,Billing,Low,4,2.0,Chat
TKT007990,CUST10185,2026-05-07,Technical,Low,3,4.0,Chat
TKT007991,CUST10190,2025-05-02,Connectivity,Low,7,3.0,App
TKT007992,CUST10190,2025-06-02,Cancellation,Low,2,4.0,Phone
TKT007993,CUST10191,2025-01-02,Technical,Low,1,3.0,Chat
TKT007994,CUST10192,2026-05-31,Plan Change,Medium,5,5.0,Email
TKT007995,CUST10192,2025-05-21,Other,Medium,6,5.0,App
TKT007996,CUST10192,2025-01-12,Plan Change,Low,7,4.0,App
TKT007997,CUST10193,2024-04-23,Cancellation,Medium,1,4.0,Phone
TKT007998,CUST10194,2025-10-24,Other,Low,2,5.0,App
TKT007999,CUST10196,2026-04-13,Billing,Low,2,2.0,Chat
TKT008000,CUST10196,2026-02-12,Connectivity,Low,5,5.0,Email
